skills;skills_ai_det;skills_hasai_det;desc_tier_llm;desc_conf_llm;ai_confidence;desc_ai_llm;is_real_ai;hardskills;softskills;edu_level_det;edulevel_llm;experience_min_llm;ai_det_llm_match;desc_hard_det;desc_soft_det;desc_hard_llm;desc_soft_llm;id;job_title;location;company_id;company;age_in_days;pay_currency;pay_period;salary_min;salary_mid;salary_max;rating;discover_date;job_types;remote_work_types;city;state;country;latitude;longitude;ceo;headquarters;industry;sector;revenue;size;type;year_founded;region;job_family;sector_nace;cluster_architecture__methods;cluster_bi__analytics;cluster_backend_development;cluster_certifications;cluster_cloud_computing;cluster_data_analysis__stats;cluster_data_engineering;cluster_data_science__ml;cluster_databases__storage;cluster_devops__containers;cluster_dynamic__web;cluster_enterprise__managed;cluster_enterprise_platforms;cluster_frontend_development;cluster_generative_ai;cluster_legacy__mainframe;cluster_mobile__desktop;cluster_networking;cluster_os__embedded;cluster_scripting__shell;cluster_security__identity;cluster_systems_programming;cluster_testing_qa__debugging;cluster_tools__editors;skill_cluster;website
Azure, Microservices, AWS, Distributed systems, Mentoring, APIs, AI, Communication skills;ai;1;applied_ai;0.9;0.9;AI/ML, LLMs, agentic AI, RAG pipelines, vector search, agent orchestration, observability, guardrails, applied AI solutions;1;api, aws, azure, foundation, gcp, generative ai, https, microservices, orchestration, rag, slack, software engineering;communication, creativity, flexibility, independent, mentoring, organization;;-;12;1;api, aws, azure, foundation, gcp, generative ai, https, microservices, orchestration, rag, slack, software engineering;communication, creativity, flexibility, independent, mentoring, organization;;;13843;Principal Engineer, AI Engineering;Bengaluru;444756.0;Okta;14;INR;ANNUAL;400000.0;483632.0;584750.0;3.7;2025-10-07T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Todd McKinnon;San Francisco, United States;Software Development;Information Technology;$2 to $5 billion (USD);5001 to 10000 Employees;Company - Public;2009.0;Unknown;Data & AI;J;1;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;;
Jira, MVC, React, JavaScript, IT support, TypeScript, Communication skills, Information architecture;;0;none;0.92;0.92;;0;cross-platform, express, foundation, full stack, hapi, https, javascript, jira, react, safe, slack, styled-components, typescript, ux;collaboration, communication, creativity, flexibility, independent, innovation, organization, passion;;-;7;1;cross-platform, express, foundation, full stack, hapi, https, javascript, jira, react, safe, slack, styled-components, typescript, ux;collaboration, communication, creativity, flexibility, independent, innovation, organization, passion;;;13844;Staff Software Engineer;Bengaluru;444756.0;Okta;5;INR;;;;;3.7;2025-10-17T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Todd McKinnon;San Francisco, United States;Software Development;Information Technology;$2 to $5 billion (USD);5001 to 10000 Employees;Company - Public;2009.0;Unknown;Sr+ Software Engineer;J;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;;
TCP, Operating systems, LAN, Laboratory experience, Windows, Firewall, DHCP, Ethernet, Computer networking, DNS, Linux, Nmap, TCP/IP, Network engineering, Communication skills;;0;none;0.99;0.99;;0;ccna, dhcp, dns, firewall, linux, networking, routing, switching, tcp/ip, windows;analytical skills, communication, problem solving, teamwork, troubleshooting;;-;1;1;ccna, dhcp, dns, firewall, linux, networking, routing, switching, tcp/ip, windows;analytical skills, communication, problem solving, teamwork, troubleshooting;;;13845;Junior Network Engineer;Hyderābād;710169.0;Inspiredge;51;INR;ANNUAL;435000.0;636042.0;930000.0;4.1;2025-10-01T00:00:00;;;Hyderābād;Telangana;India;17.41141;78.48478;Krishna Mohan Gadiparthi;Visakhapatnam, India;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;501 to 1000 Employees;Company - Private;2012.0;Unknown;Systems & Embedded;J;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;;
Machine learning, Scrum, Agile, Fraud;machine learning;1;applied_ai;0.7;0.7;machine learning, ML, AI/ML, monitoring pipelines, RCA (root cause analysis);1;agile, foundation, full stack, https, machine learning, requests, scrum, software engineering;collaboration, flexibility, innovation, root cause analysis;bachelor;Bachelor's;8;1;agile, foundation, full stack, https, machine learning, requests, scrum, software engineering;collaboration, flexibility, innovation, root cause analysis;;;13846;Manager, Software Engineering;Chennai;9848.0;PayPal;57;INR;;;;;3.6;2025-09-26T00:00:00;Full-time;;Chennai;Tamil Nadu;India;13.05033;80.18859;Alex Chriss;San Jose, United States;Internet & Web Services;Information Technology;$10+ billion (USD);10000+ Employees;Company - Public;1998.0;Unknown;Management;J;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;;
Jira, Information security, Incident response, ServiceNow;;0;none;0.97;0.97;;0;cloud security, devops, incident response, information security, jira, reporting, vulnerability management;collaboration, creativity, curiosity, flexibility, growth mindset, independent, innovation, organization, prioritization, responsibility, teamwork;;-;8;1;cloud security, devops, incident response, information security, jira, reporting, vulnerability management;collaboration, creativity, curiosity, flexibility, growth mindset, independent, innovation, organization, prioritization, responsibility, teamwork;;;13847;Specialist Cloud Information Security Engineer;Pune;225034.0;NICE Systems;63;INR;ANNUAL;480000.0;648074.0;875000.0;4.2;2025-10-19T00:00:00;;WORK_FROM_HOME;Pune;Maharashtra;India;18.50419;73.85309;Craig Costigan;Ra`ananna, Israel;Enterprise Software & Network Solutions;Information Technology;$1 to $5 million (USD);5001 to 10000 Employees;Company - Public;1986.0;Unknown;Security;J;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;
CI/CD, Authentication, Image processing, Cloud architecture, React, Kubernetes, Database development, Load balancing, DevOps, C#, Encryption, NoSQL, English, Responsive web design, .NET, Java, Databases, Quality assurance, Docker, JavaScript, Continuous integration, REST, Angular, Clinical trials, Software development, APIs, Metadata, Medical imaging, Business requirements, SaaS, AI, Communication skills, Python, FDA regulations;ai;1;applied_ai;0.78;0.78;AI/ML, machine learning, medical imaging, DICOM, cloud-native, AI model integration, AI model deployment;1;angular, api, backend development, c#, caching, ci/cd, cloud architecture, cloud native, cloud services, continuous integration, cross-platform, data management, devops, docker, dotnet, encryption, frontend development, java, javascript, kubernetes, load balancing, microservices, mlops, model deployment, networking, nosql, optimization, python, qa, react, responsive design, rest, software engineering, storage, system integration, ui;accountability, adaptability, attention to detail, business acumen, collaboration, communication, cross-functional collaboration, decision making, innovation, integrity, reliability, time management;bachelor;-;-;1;angular, api, backend development, c#, caching, ci/cd, cloud architecture, cloud native, cloud services, continuous integration, cross-platform, data management, devops, docker, dotnet, encryption, frontend development, java, javascript, kubernetes, load balancing, microservices, mlops, model deployment, networking, nosql, optimization, python, qa, react, responsive design, rest, software engineering, storage, system integration, ui;accountability, adaptability, attention to detail, business acumen, collaboration, communication, cross-functional collaboration, decision making, innovation, integrity, reliability, time management;;;13848;Software Engineer;Hyderābād;4720361.0;Perceptive;70;INR;ANNUAL;600000.0;734847.0;900000.0;3.5;2025-10-12T00:00:00;Full-time;;Hyderābād;Telangana;India;17.41141;78.48478;David Herron;Nottingham, United Kingdom;Biotech & Pharmaceuticals;Pharmaceutical and biotechnology;Unknown / Non-Applicable;1001 to 5000 Employees;Company - Private;2024.0;Unknown;Software Engineer;C;1;0;1;0;1;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;1;0;1;0;;
Firewall, Analysis skills, Quality assurance, Computer networking, Software testing, Test cases, Unit testing, Network security;;0;none;0.99;0.99;;0;cybersecurity, excel, firewall, functional testing, manual testing, network security, networking, performance testing, qa, regression testing, test cases, unit testing;attention to detail, ownership, problem solving, reliability, troubleshooting;bachelor;Bachelor's;-;1;cybersecurity, excel, firewall, functional testing, manual testing, network security, networking, performance testing, qa, regression testing, test cases, unit testing;attention to detail, ownership, problem solving, reliability, troubleshooting;;;13849;Network Firewall & Software Manual Testing Engineer;Remote;1197729.0;Substance;25;INR;;;;;5.0;2025-09-26T00:00:00;Full-time;WORK_FROM_HOME;;;India;20.0;77.0;;Portland, United States;;;Less than $1 million (USD);1 to 50 Employees;Company - Private;;Unknown;Security;Unknown;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;;
Go, Kubernetes, .NET, Java, Microservices, Distributed systems, Terraform, Kafka, Python;;0;applied_ai;0.86;0.86;AI/ML, machine learning, demand forecasting, recommendation engines, real-time decisioning;1;cloud native, dotnet, event-driven, istio, java, kafka, kubernetes, microservices, python, rabbitmq, software engineering, terraform;coaching, cross-functional collaboration, flexibility, innovation, leadership, mentoring;;-;8;0;cloud native, dotnet, event-driven, istio, java, kafka, kubernetes, microservices, python, rabbitmq, software engineering, terraform;coaching, cross-functional collaboration, flexibility, innovation, leadership, mentoring;;;13850;Engineering Manager;Bengaluru;1301249.0;Serko Ltd;63;INR;ANNUAL;3167200.0;3563100.0;3959000.0;4.0;2025-10-19T00:00:00;;;Bengaluru;Karnataka;India;12.96697;77.58728;;Auckland, New Zealand;Enterprise Software & Network Solutions;Information Technology;$25 to $50 million (USD);501 to 1000 Employees;Company - Public;2014.0;Unknown;Management;J;1;0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;
CI/CD, Node.js, Visual Basic, DevOps, Visual Studio, Microsoft SQL Server, Git, .NET, Information security, SQL, JavaScript, Continuous integration, REST, Scripting, Software development, APIs, TFS, Python;;0;none;0.94;0.94;;0;api, ci/cd, continuous integration, devops, devsecops, dotnet, foundation, git, information security, javascript, node.js, optimization, python, reporting, rest, software engineering, solid, sql, sql server, vb.net, version control, visual basic, visual studio, vulnerability management;flexibility, mentoring, organization, problem solving;bachelor;Bachelor's;5;1;api, ci/cd, continuous integration, devops, devsecops, dotnet, foundation, git, information security, javascript, node.js, optimization, python, reporting, rest, software engineering, solid, sql, sql server, vb.net, version control, visual basic, visual studio, vulnerability management;flexibility, mentoring, organization, problem solving;;;13851;Senior Information Security Engineer Analyst;Hyderābād;2409113.0;Optum;19;INR;ANNUAL;648500.0;673758.0;700000.0;3.5;2025-10-02T00:00:00;Full-time;;Hyderābād;Telangana;India;17.41141;78.48478;Andrew Witty;Eden Prairie, United States;Healthcare Services & Hospitals;Healthcare;$10+ billion (USD);10000+ Employees;Company - Public;;Unknown;Security;Q;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;1;1;;
Penetration testing, TCP, Azure, Cloud architecture, PCI, Visual Basic, Encryption, Google Cloud Platform, Information security, Firewall, AWS, Cloud development, Metasploit, Scripting, Computer networking, DNS, Technical writing, APIs, SIEM, TCP/IP, Communication skills, Python, PowerShell;;0;none;0.9;0.9;;0;api, aws, azure, ceh, cisa, cism, cissp, cloud architecture, cloud native, cloud security, cross-platform, cybersecurity, digital forensics, dlp, dns, encryption, firewall, forensics, gcp, giac, hybrid cloud, ids, incident response, information security, less, networking, pci dss, penetration testing, powershell, python, reporting, siem, soc, soc 2, tcp/ip, visual basic, vulnerability management, vulnerability scanning;collaboration, communication, mentoring;bachelor;-;10;1;api, aws, azure, ceh, cisa, cism, cissp, cloud architecture, cloud native, cloud security, cross-platform, cybersecurity, digital forensics, dlp, dns, encryption, firewall, forensics, gcp, giac, hybrid cloud, ids, incident response, information security, less, networking, pci dss, penetration testing, powershell, python, reporting, siem, soc, soc 2, tcp/ip, visual basic, vulnerability management, vulnerability scanning;collaboration, communication, mentoring;;;13852;Senior Security Engineer;Pune;1170856.0;Ensono;324;INR;ANNUAL;1000000.0;1009950.0;1020000.0;3.9;2025-10-01T00:00:00;Full-time;WORK_FROM_HOME;Pune;Maharashtra;India;18.50419;73.85309;Jeff VonDeylen;Downers Grove, United States;Information Technology Support Services;Information Technology;Unknown / Non-Applicable;1001 to 5000 Employees;Company - Private;2016.0;Unknown;Security;J;1;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;;
Jira, Information security, Incident response, ServiceNow;;0;none;0.88;0.88;;0;cloud security, devops, incident response, information security, jira, reporting, vulnerability management;collaboration, creativity, curiosity, flexibility, growth mindset, independent, innovation, organization, prioritization, responsibility, teamwork;;-;8;1;cloud security, devops, incident response, information security, jira, reporting, vulnerability management;collaboration, creativity, curiosity, flexibility, growth mindset, independent, innovation, organization, prioritization, responsibility, teamwork;;;13853;Specialist Cloud Information Security Engineer;Pune;5674.0;NICE;53;INR;ANNUAL;480000.0;648074.0;875000.0;3.9;2025-09-29T00:00:00;;WORK_FROM_HOME;Pune;Maharashtra;India;18.50419;73.85309;Scott Russell;Hoboken, United States;Enterprise Software & Network Solutions;Information Technology;$2 to $5 billion (USD);5001 to 10000 Employees;Company - Public;1986.0;Unknown;Security;J;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;
Microsoft Windows Server, Azure, LAN, English, Windows, Microsoft Office, Firewall, VoIP, Virtualization, Mentoring, Communication skills, VPN;;0;none;0.95;0.95;;0;azure, azure administrator, comptia a+, comptia network+, comptia security+, firewall, hyper-v, networking, optimization, routing, storage, switching, virtualization, vpn, windows, windows server;client-facing, collaboration, communication, mentoring, self-motivated, troubleshooting;;-;-;1;azure, azure administrator, comptia a+, comptia network+, comptia security+, firewall, hyper-v, networking, optimization, routing, storage, switching, virtualization, vpn, windows, windows server;client-facing, collaboration, communication, mentoring, self-motivated, troubleshooting;;;13854;Senior Level 3 Engineer (Remote – India);Bengaluru;1918929.0;RDE Technologies;0;INR;ANNUAL;2640000.0;2860000.0;3080000.0;2.2;2025-10-21T00:00:00;Full-time;WORK_FROM_HOME;Bengaluru;Karnataka;India;12.96697;77.58728;;Inwood, United States;;;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;;Unknown;Sr+ Software Engineer;Unknown;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;;
Authentication, Go, Node.js, iOS development, Mobile applications, iOS, Java, Microservices, SQL, PHP, C++, C, JavaScript, Ruby, AI, Python, SDLC;ai;1;none;0.9;0.9;;0;android, application security, c++, ios, java, javascript, microservices, node.js, owasp, php, python, ruby, security testing, sql;creativity, curiosity, decision making, independent, innovation, ownership, passion, self-motivated;;-;-;0;android, application security, c++, ios, java, javascript, microservices, node.js, owasp, php, python, ruby, security testing, sql;creativity, curiosity, decision making, independent, innovation, ownership, passion, self-motivated;;;13855;Security Engineer;Mumbai;10289385.0;JioStar;95;INR;ANNUAL;320000.0;473286.0;700000.0;3.4;2025-10-18T00:00:00;Full-time;;Mumbai;Maharashtra;India;18.93013;72.83009;;Mumbai, India;;;Unknown / Non-Applicable;5001 to 10000 Employees;Company - Private;;Unknown;Security;Unknown;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;0;;
Data center experience, English, Japanese, BGP, Systems engineering, Computer networking, Training & development, AI, Communication skills;ai;1;none;0.86;0.86;;0;networking;communication, customer-focused, flexibility, initiative, passion;;-;7;0;networking;communication, customer-focused, flexibility, initiative, passion;;;13856;Solutions Engineer - SP - Bangalore;Bengaluru;1425.0;Cisco Systems;43;INR;ANNUAL;876000.0;912250.0;950000.0;4.1;2025-10-08T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Chuck Robbins;San Jose, United States;Enterprise Software & Network Solutions;Information Technology;$10+ billion (USD);10000+ Employees;Company - Public;1984.0;Unknown;Software Engineer;J;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;
Elasticsearch, Encryption, Test-driven development, Java, AWS, Distributed systems, Redis, Agile, Clustering, Communication skills, MySQL, SDLC;clustering;1;none;0.92;0.92;;0;agile, application security, aws, cloud computing, cloud security, elasticsearch, encryption, foundation, gcp, https, java, measures, mysql, owasp, redis, slack, software engineering;communication, creativity, flexibility, independent, innovation, organization, passion, reliability, troubleshooting;bachelor;-;3;0;agile, application security, aws, cloud computing, cloud security, elasticsearch, encryption, foundation, gcp, https, java, measures, mysql, owasp, redis, slack, software engineering;communication, creativity, flexibility, independent, innovation, organization, passion, reliability, troubleshooting;;;13857;Senior Software Engineer - Security;Bengaluru;444756.0;Okta;57;INR;;;;;3.7;2025-09-26T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Todd McKinnon;San Francisco, United States;Software Development;Information Technology;$2 to $5 billion (USD);5001 to 10000 Employees;Company - Public;2009.0;Unknown;Security;J;1;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;;
Software troubleshooting, React, DevOps, Java, OOP, C++, C, JavaScript, Software development, Agile, TypeScript, Communication skills, Python, HTML5;;0;none;0.98;0.98;;0;agile, c++, devops, frontend development, html, https, java, javascript, oop, python, react, software engineering, typescript;collaboration, communication, cross-functional collaboration, innovation, mentoring, organization, passion, problem solving, troubleshooting;;-;2;1;agile, c++, devops, frontend development, html, https, java, javascript, oop, python, react, software engineering, typescript;collaboration, communication, cross-functional collaboration, innovation, mentoring, organization, passion, problem solving, troubleshooting;;;13858;Front End Engineer;Noida;1090.0;Adobe;28;INR;ANNUAL;800000.0;894427.0;1000000.0;4.1;2025-09-23T00:00:00;Full-time;;Noida;Uttar Pradesh;India;28.53518;77.38624;Shantanu Narayen;San Jose, United States;Computer Hardware Development;Information Technology;$2 to $5 billion (USD);10000+ Employees;Company - Public;1982.0;Unknown;Frontend & Design;J;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;;
Salesforce, Enterprise architecture, Information security, Systems engineering, Training & development, Pre-sales, Time management;;0;none;0.86;0.86;;0;ccie, cybersecurity, devops, enterprise architecture, hybrid cloud, information security, security operations, zero trust;attention to detail, flexibility, organization, passion, presentation skills, responsibility, time management;bachelor;-;3;1;ccie, cybersecurity, devops, enterprise architecture, hybrid cloud, information security, security operations, zero trust;attention to detail, flexibility, organization, passion, presentation skills, responsibility, time management;;;13859;Security Channels Solutions Engineer;Bengaluru;1425.0;Cisco Systems;6;INR;ANNUAL;876000.0;907436.0;940000.0;4.1;2025-10-15T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Chuck Robbins;San Jose, United States;Enterprise Software & Network Solutions;Information Technology;$10+ billion (USD);10000+ Employees;Company - Public;1984.0;Unknown;Security;J;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;
CI/CD, Power BI, Software troubleshooting, .NET, Analysis skills, Data management, Product management, Continuous integration, SharePoint, Agile, Communication skills;;0;none;0.89;0.89;;0;agile, ci/cd, continuous delivery, continuous integration, data management, devops, dotnet, power bi, safe;analytical skills, communication, interpersonal skills, problem solving, responsibility, troubleshooting;;-;5;1;agile, ci/cd, continuous delivery, continuous integration, data management, devops, dotnet, power bi, safe;analytical skills, communication, interpersonal skills, problem solving, responsibility, troubleshooting;;;13860;Senior Solution Engineer – Power Platform;Remote;10110176.0;PanApps;117;INR;;;;;4.2;2025-09-26T00:00:00;Full-time;WORK_FROM_HOME;;;India;20.0;77.0;;Calicut, India;;;Unknown / Non-Applicable;Unknown;Company - Public;;Unknown;DevOps & Cloud;Unknown;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;
TensorFlow, CI/CD, Image processing, Azure, Node.js, React, Kubernetes, Spark, Encryption, Microservices, RBAC, AWS, Analysis skills, Docker, Machine learning, Continuous integration, REST, Natural language processing, Angular, APIs, Agile, ISO 27001, Data science, Solution architecture, AI, Leadership, Communication skills, Python;ai, data science, machine learning, natural language processing, tensorflow;1;core_ai;0.63;0.63;artificial intelligence, machine learning, generative ai, genai, llm, rag, agentic frameworks, LangChain, AutoGen, GPT, BERT, CNN, RNN, GAN, multimodal, prompt engineering, few-shot learning, prompt tuning, retrieval-augmented generation, feature engineering, MLflow, Spark, Pandas, model observability, drift detection, Prometheus, Grafana, quantization, pruning, TensorFlow, PyTorch, Hugging Face, Docker, Kubernetes, Azure, AWS, MLOps, model deployment, model optimization, distributed AI pipelines;1;agile, angular, api, aws, aws certified, az-305, azure, azure devops, azure solutions architect, bert, ci/cd, computer vision, continuous integration, data engineering, data science, deep learning, docker, encryption, event-driven, frontend development, full stack, gdpr, generative ai, gpt, grafana, hipaa, huggingface, iso27001, kubernetes, langchain, llm, machine learning, microservices, mlflow, mlops, nlp, node.js, optimization, pandas, prometheus, prompt engineering, python, pytorch, rag, react, rest, solution architecture, spark, tensorflow, tls;analytical skills, collaboration, communication, cross-functional collaboration, innovation, leadership, mentoring, problem solving;bachelor;Bachelor's;10;1;agile, angular, api, aws, aws certified, az-305, azure, azure devops, azure solutions architect, bert, ci/cd, computer vision, continuous integration, data engineering, data science, deep learning, docker, encryption, event-driven, frontend development, full stack, gdpr, generative ai, gpt, grafana, hipaa, huggingface, iso27001, kubernetes, langchain, llm, machine learning, microservices, mlflow, mlops, nlp, node.js, optimization, pandas, prometheus, prompt engineering, python, pytorch, rag, react, rest, solution architecture, spark, tensorflow, tls;analytical skills, collaboration, communication, cross-functional collaboration, innovation, leadership, mentoring, problem solving;;;13861;AI Solution Architect;Pune;;Princeton IT America;0;INR;ANNUAL;3000000.0;3750000.0;4500000.0;;2025-10-22T00:00:00;Full-time;;Pune;Maharashtra;India;18.50419;73.85309;;;;;;;;;Unknown;Management;Unknown;1;0;1;1;1;0;1;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;1;0;;
FTP, Penetration testing, PCI, DB2, SOX, .NET, SOAP, CICS, Presentation skills, NIST standards, REST, COBOL, Scripting, Burp Suite, Mainframe development, Workers' compensation, JSON, Nmap, Service-oriented architecture, Leadership, Communication skills, Banking, Python, SDLC;;0;none;0.9;0.9;;0;application security, bash, cissp, cobol, dotnet, giac, https, json, nist, optimization, oscp, pci dss, penetration testing, python, rest, security testing, soa, soap;autonomous, collaboration, communication, innovation, leadership, ownership, presentation skills;;-;5;1;application security, bash, cissp, cobol, dotnet, giac, https, json, nist, optimization, oscp, pci dss, penetration testing, python, rest, security testing, soa, soap;autonomous, collaboration, communication, innovation, leadership, ownership, presentation skills;;;13862;Application Security Engineer;Pune;1160.0;BMC Software;48;INR;ANNUAL;1000000.0;1009950.0;1020000.0;4.0;2025-10-03T00:00:00;;;Pune;Maharashtra;India;18.50419;73.85309;Ayman Sayed;Houston, United States;Enterprise Software & Network Solutions;Information Technology;$2 to $5 billion (USD);5001 to 10000 Employees;Company - Private;1980.0;Unknown;Security;J;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;1;0;;
SSO, Azure, Information security, AWS, NIST standards, ISO 27001, SIEM, Chinese, Cybersecurity;;0;none;0.91;0.91;;0;aws, azure, cisa, cloud native, cybersecurity, edr, gdpr, iam, incident response, information security, iso27001, measures, nist, pam, risk assessment, siem, sso, threat hunting;collaboration, communication, flexibility, ownership, root cause analysis;bachelor;Bachelor's;8;1;aws, azure, cisa, cloud native, cybersecurity, edr, gdpr, iam, incident response, information security, iso27001, measures, nist, pam, risk assessment, siem, sso, threat hunting;collaboration, communication, flexibility, ownership, root cause analysis;;;13863;Senior Security Engineer and GRC Specialist;Remote;505535.0;7N;161;INR;;;;;4.0;2025-10-13T00:00:00;;WORK_FROM_HOME;;;India;20.0;77.0;Sebastian Podleśny;Copenhagen, Denmark;Information Technology Support Services;Information Technology;Unknown / Non-Applicable;1001 to 5000 Employees;Company - Private;1965.0;Unknown;Security;J;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;
CI/CD, System administration, Azure, PCI, Kubernetes, Ansible, XML, DevOps, SOX, SQL, Firewall, AWS, Analysis skills, Docker, Machine learning, NIST standards, Network protocols, Virtualization, Terraform, Continuous integration, Splunk, REST, Scripting, APIs, IT, ISO 27001, VMWare, Puppet, SIEM, Linux, JSON, Chef, Communication skills, Python, PowerShell, Network security;machine learning;1;none;0.68;0.68;machine learning, statistical analysis;0;ansible, api, aws, azure, chef, ci/cd, cissp, continuous integration, dashboards, data integration, data quality, devops, docker, firewall, gcp, high availability, hybrid cloud, hyper-v, incident response, infrastructure as code, iso27001, json, kubernetes, linux, machine learning, network security, networking, nist, optimization, pci dss, performance tuning, powershell, puppet, python, reporting, rest, routing, shell, siem, splunk, sql, statistical analysis, technical architecture, terraform, threat detection, threat hunting, unix, virtualization, vmware, xml;analytical skills, collaboration, communication, critical thinking, cross-functional collaboration, leadership, problem solving;bachelor;Bachelor's;10;0;ansible, api, aws, azure, chef, ci/cd, cissp, continuous integration, dashboards, data integration, data quality, devops, docker, firewall, gcp, high availability, hybrid cloud, hyper-v, incident response, infrastructure as code, iso27001, json, kubernetes, linux, machine learning, network security, networking, nist, optimization, pci dss, performance tuning, powershell, puppet, python, reporting, rest, routing, shell, siem, splunk, sql, statistical analysis, technical architecture, terraform, threat detection, threat hunting, unix, virtualization, vmware, xml;analytical skills, collaboration, communication, critical thinking, cross-functional collaboration, leadership, problem solving;;;13864;Sr Engineer Security (SIEM);Hyderābād;688277.0;Fanatics E-Commerce (India) LLP;20;INR;ANNUAL;347500.0;456618.0;600000.0;3.5;2025-10-01T00:00:00;Full-time;;Hyderābād;Telangana;India;17.41141;78.48478;Michael Rubin;New York, United States;Internet & Web Services;Information Technology;$2 to $5 billion (USD);10000+ Employees;Company - Private;1996.0;Unknown;Security;J;1;1;1;0;1;0;1;1;1;1;1;0;0;1;0;0;0;1;1;1;1;0;1;0;;
Machine learning, Distributed systems, Software development, APIs, Agile;machine learning;1;none;0.55;0.55;machine learning;0;agile, android, api, data science, devops, machine learning, software engineering, storage;collaboration, creativity, customer-focused, decision making, initiative, innovation, leadership, ownership;;-;8;0;agile, android, api, data science, devops, machine learning, software engineering, storage;collaboration, creativity, customer-focused, decision making, initiative, innovation, leadership, ownership;;;13865;Senior Software Engineer;Remote;1356747.0;Branch International;251;INR;;;;;4.2;2025-10-12T00:00:00;Full-time;WORK_FROM_HOME;;;India;20.0;77.0;Matt Flannery;San Francisco, United States;Banking & Lending;Finance;Unknown / Non-Applicable;51 to 200 Employees;Company - Private;2015.0;Unknown;Sr+ Software Engineer;K;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;;
Jira, Fiddler, Azure, Node.js, Software troubleshooting, Internet of things, Kubernetes, XML, Relational databases, Enterprise software, Visual Studio, iOS, Windows, Databases, SQL, AWS, Docker, Confluence, Virtualization, Customer relationship management, Scripting, Computer networking, Cloud computing, VMWare, Linux, JSON, DynamoDB, Desktop administration, Python, PowerShell, MySQL;;0;none;0.92;0.92;;0;android, aws, azure, cloud computing, confluence, csv, docker, dynamodb, ec2, incident response, ios, jira, json, kubernetes, lambda, linux, mysql, networking, node.js, postman, powershell, python, solid, sql, storage, virtualization, visual studio, visual studio code, vmware, windows, xml, yaml;accountability, communication, flexibility, leadership, organization, ownership, proactive, problem solving, responsibility, root cause analysis, troubleshooting;bachelor;Bachelor's;4;1;android, aws, azure, cloud computing, confluence, csv, docker, dynamodb, ec2, incident response, ios, jira, json, kubernetes, lambda, linux, mysql, networking, node.js, postman, powershell, python, solid, sql, storage, virtualization, visual studio, visual studio code, vmware, windows, xml, yaml;accountability, communication, flexibility, leadership, organization, ownership, proactive, problem solving, responsibility, root cause analysis, troubleshooting;;;13866;Product Support Engineer I;Bengaluru;818411.0;Poppulo;26;INR;ANNUAL;336000.0;534416.0;850000.0;3.5;2025-09-25T00:00:00;;;Bengaluru;Karnataka;India;12.96697;77.58728;Ruth Fornell;Cork, Ireland;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;501 to 1000 Employees;Company - Private;1996.0;Unknown;Software Engineer;J;1;0;1;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;1;0;1;1;;
